Department,University,City/Cities,Marks required,Labs Avalible,Course Description,Admission dates,shifts,online,offered courses,clean_text
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tohoku Pharmaceutical University,Sendai,Medium,Yes,"Specialized in pharmacy, health sciences, life sciences, and computing. Labs emphasized.","April, September",Day,Partial,"BPharm, MSc",specialize pharmacy   health sciences   life sciences   compute   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Electro-Communications,Tokyo,Medium,Yes,"Focused on computing, IT, engineering, and applied sciences with lab and research programs.","April, October",Day,Partial,"BEng, BSc, MSc, PhD",focus compute     engineering   apply science lab research program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Occupational and Environmental Health,Fukuoka,High,Yes,"Specialized in health sciences, life sciences, pharmacy, computing, and engineering. Labs emphasized.","April, October",Day,Partial,"BPharm, BSc, MSc",specialize health science   life sciences   pharmacy   computing   engineering   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of the Ryukyus Graduate School,Okinawa,Medium,Yes,"Offers graduate programs in computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"MSc, PhD",offer graduate program compute   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Wakayama Medical University,Wakayama,High,Yes,"Specialized in medicine, pharmacy, health sciences, and life sciences. Labs emphasized.","April, October",Day,Partial,"MBBS, BPharm, MSc",specialize medicine   pharmacy   health science   life science   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokkaichi Nursing College,Mie,Medium,Yes,"Specialized in health sciences, nursing, pharmacy, and life sciences.","April, October",Day,Partial,"BSc, BPharm, MSc",specialize health science   nursing   pharmacy   life science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokkaichi Institute of Technology,Mie,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, October",Day,Partial,"BEng, BSc, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yamaguchi University of Human Welfare,Yamaguchi,Medium,Yes,"Offers health sciences, pharmacy, computing, engineering, and social sciences.","April, October",Day,Partial,"BSc, BPharm, MSc",offer health science   pharmacy   computing   engineering   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kitami Institute of Technology,Hokkaido,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BEng, BSc, MSc",offer   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyoto University,Kyoto,High,Yes,"National university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs and research emphasized.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offering computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab research emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyoto Women's University,Kyoto,Medium,Yes,"Offers computing, management, social sciences, health sciences, and life sciences.","April, September",Day,Partial,"BA, BSc, MSc",offer computing   management   social science   health science   life science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyushu Dental University,Fukuoka,High,Yes,"Specialized in dentistry, pharmacy, health sciences, life sciences, and engineering.","April, September",Day,Partial,"BDS, BPharm, MSc",specialize dentistry   pharmacy   health science   life sciences   engineering
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Meiji University,Tokyo,Medium,Yes,"Private university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, September",Day,Partial,"BA, BSc, BEng, MSc, MBA",private university offering computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Nagoya University,Nagoya,High,Yes,"National university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs and research focused.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offering computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab research focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Nagoya Institute of Technology,Nagoya,Medium,Yes,"Focused on computing, IT, engineering, pharmacy, and life sciences. Labs emphasized.","April, October",Day,Partial,"BEng, BSc, MSc",focus compute     engineering   pharmacy   life science   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Nagoya University of Arts & Sciences,Nagoya,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs included.","April, September",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab include
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Niigata University of Health and Welfare,Niigata,Medium,Yes,"Offers health sciences, pharmacy, life sciences, computing, and engineering. Labs emphasized.","April, September",Day,Partial,"BPharm, BSc, MSc",offer health science   pharmacy   life science   computing   engineering   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Niigata College of Nursing,Niigata,Medium,Yes,"Specialized in nursing, health sciences, life sciences, pharmacy, and computing.","April, September",Day,Partial,"BSc, BPharm, MSc",specialize nursing   health sciences   life sciences   pharmacy   compute
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Niigata University of International and Information Studies,Niigata,Medium,Yes,"Offers computing, management, social sciences, and life sciences programs.","April, September",Day,Partial,"BA, BSc, MSc",offer computing   management   social science   life science program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Osaka Dental University,Osaka,High,Yes,"Specialized in dentistry, pharmacy, health sciences, and life sciences. Labs emphasized.","April, October",Day,Partial,"BDS, BPharm, MSc",specialize dentistry   pharmacy   health science   life science   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Osaka University of Health and Sport Sciences,Osaka,Medium,Yes,"Specialized in health sciences, sports, life sciences, and pharmacy. Labs emphasized.","April, September",Day,Partial,"BSc, BPharm, MSc",specialize health science   sport   life science   pharmacy   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Seijo University,Tokyo,Medium,Yes,"Private university offering computing, management, social sciences, and life sciences programs.","April, September",Day,Partial,"BA, BSc, MSc",private university offering computing   management   social science   life science program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",St. Lukes International University,Tokyo,High,Yes,"Specialized in nursing, pharmacy, health sciences, and life sciences.","April, September",Day,Partial,"BSc, BPharm, MSc",specialize nursing   pharmacy   health science   life science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Suzuka University of Medical Science,Mie,Medium,Yes,"Specialized in nursing, health sciences, pharmacy, and life sciences. Labs emphasized.","April, September",Day,Partial,"BSc, BPharm, MSc",specialize nursing   health science   pharmacy   life science   lab emphasize
